Time,InternalTemperature,ExternalTemperature
2022-05-27 17:35:00,85.28,59.7
2022-05-27 17:40:00,85.1,59.7
2022-05-27 17:45:00,85.28,60.4
2022-05-27 17:50:00,85.28,61.0
2022-05-27 17:55:00,85.28,61.4
2022-05-27 18:00:00,85.46,61.6
2022-05-27 18:05:00,85.46,61.6
2022-05-27 18:10:00,85.46,61.6
2022-05-27 18:15:00,85.64,61.6
2022-05-27 18:20:00,85.28,61.6
2022-05-27 18:25:00,85.28,61.4
2022-05-27 18:30:00,85.64,61.1
2022-05-27 18:35:00,85.64,60.8
2022-05-27 18:40:00,85.64,60.7
2022-05-27 18:45:00,85.46,60.7
2022-05-27 18:50:00,85.46,60.6
2022-05-27 18:55:00,85.28,60.4
2022-05-27 19:00:00,85.28,60.3
2022-05-27 19:05:00,85.1,60.1
2022-05-27 19:10:00,85.1,60.1
2022-05-27 19:15:00,84.92,59.8
2022-05-27 19:20:00,84.74,59.5
2022-05-27 19:25:00,84.56,59.0
2022-05-27 19:30:00,84.74,58.6
2022-05-27 19:35:00,84.74,58.0
2022-05-27 19:40:00,84.74,57.5
2022-05-27 19:45:00,84.74,57.5
2022-05-27 19:50:00,84.74,57.1
2022-05-27 19:55:00,84.56,57.1
2022-05-27 20:00:00,84.56,56.7
2022-05-28 08:00:00,84.38,52.9
2022-05-28 08:05:00,84.92,53.1
2022-05-28 08:10:00,84.92,53.1
2022-05-28 08:15:00,84.92,53.1
2022-05-28 08:20:00,85.1,53.1
2022-05-28 08:25:00,85.1,53.2
2022-05-28 08:30:00,85.28,53.3
2022-05-28 08:35:00,85.1,53.4
2022-05-28 08:40:00,85.1,53.4
2022-05-28 08:45:00,85.1,53.5
2022-05-28 08:50:00,85.1,53.6
2022-05-28 08:55:00,84.92,53.7
2022-05-28 09:00:00,85.1,53.9
2022-05-28 09:05:00,85.28,54.0
2022-05-28 09:10:00,85.1,54.0
2022-05-28 09:15:00,85.1,54.2
2022-05-28 09:20:00,85.1,54.3
2022-05-28 09:25:00,85.28,54.4
2022-05-28 09:30:00,85.46,54.5
2022-05-28 09:35:00,85.64,54.6
2022-05-28 09:40:00,85.82,54.6
2022-05-28 09:45:00,86.0,54.6
2022-05-28 09:50:00,86.18,54.7
2022-05-28 09:55:00,86.18,55.0
2022-05-28 10:00:00,86.36,55.3
2022-05-28 10:05:00,86.54,55.5
2022-05-28 10:10:00,86.72,55.6
2022-05-28 10:15:00,86.9,55.6
2022-05-28 10:20:00,86.9,55.6
2022-05-28 10:25:00,87.08,55.8
2022-05-28 10:30:00,87.08,56.0
2022-05-28 10:35:00,87.08,56.2
2022-05-28 10:40:00,87.08,56.2
2022-05-28 10:45:00,87.08,56.4
2022-05-28 10:50:00,86.9,57.2
2022-05-28 10:55:00,86.9,58.0
2022-05-28 11:00:00,86.9,58.1
2022-05-28 11:05:00,87.08,58.1
2022-05-28 11:10:00,87.26,58.1
2022-05-28 11:15:00,87.08,57.8
2022-05-28 11:20:00,87.26,58.3
2022-05-28 11:25:00,87.62,58.4
2022-05-28 11:30:00,88.16,59.1
2022-05-28 11:35:00,88.88,59.7
2022-05-28 11:40:00,89.42,59.7
2022-05-28 11:45:00,89.96,60.0
2022-05-28 11:50:00,90.5,60.4
2022-05-28 11:55:00,90.68,60.3
2022-05-28 12:00:00,91.04,59.9
2022-05-28 12:05:00,91.4,59.6
2022-05-28 12:10:00,91.4,59.6
2022-05-28 12:15:00,91.58,59.3
2022-05-28 12:20:00,91.58,59.3
2022-05-28 12:25:00,91.58,59.3
2022-05-28 12:30:00,91.22,59.3
2022-05-28 12:35:00,91.04,59.4
2022-05-28 12:40:00,90.86,59.4
2022-05-28 12:45:00,90.68,59.5
2022-05-28 12:50:00,90.68,59.8
2022-05-28 12:55:00,90.68,60.0
2022-05-28 13:00:00,90.68,60.3
2022-05-28 13:05:00,90.68,60.5
2022-05-28 13:10:00,90.5,60.5
2022-05-28 13:15:00,90.5,60.0
2022-05-28 13:20:00,90.32,59.6
2022-05-28 13:25:00,90.14,59.6
2022-05-28 13:30:00,89.96,59.9
2022-05-28 13:35:00,90.14,59.9
2022-05-28 13:40:00,90.32,60.2
2022-05-28 13:45:00,90.32,60.6
2022-05-28 13:50:00,90.32,61.0
2022-05-28 13:55:00,90.32,61.4
2022-05-28 14:00:00,90.5,61.1
2022-05-28 14:05:00,90.32,60.9
2022-05-28 14:10:00,90.32,61.1
2022-05-28 14:15:00,90.32,61.1
2022-05-28 14:20:00,90.32,61.4
2022-05-28 14:25:00,90.32,61.7
2022-05-28 14:30:00,89.96,61.6
2022-05-28 14:35:00,89.96,61.7
2022-05-28 14:40:00,90.14,61.7
2022-05-28 14:45:00,90.32,61.8
2022-05-28 14:50:00,90.5,62.5
2022-05-28 14:55:00,90.5,62.6
2022-05-28 15:00:00,90.86,62.4
2022-05-28 15:05:00,90.86,62.4
2022-05-28 15:10:00,90.68,62.4
2022-05-28 15:15:00,90.5,62.3
2022-05-28 15:20:00,90.14,62.2
2022-05-28 15:25:00,90.14,62.5
2022-05-28 15:30:00,89.96,62.6
2022-05-28 15:35:00,89.78,62.7
2022-05-28 15:40:00,89.6,62.7
2022-05-28 15:45:00,89.42,62.6
2022-05-28 15:50:00,89.24,62.6
2022-05-28 15:55:00,88.7,63.0
2022-05-28 16:00:00,88.16,63.1
2022-05-28 16:05:00,88.16,63.1
2022-05-28 16:10:00,87.98,63.2
2022-05-28 16:15:00,87.98,63.5
2022-05-28 16:20:00,88.16,63.5
2022-05-28 16:25:00,88.34,63.8
2022-05-28 16:30:00,88.34,64.6
2022-05-28 16:35:00,88.34,64.8
2022-05-28 16:40:00,88.34,64.8
2022-05-28 16:45:00,88.34,64.6
2022-05-28 16:50:00,88.16,65.0
2022-05-28 16:55:00,87.98,65.3
2022-05-28 17:00:00,87.8,65.5
2022-05-28 17:05:00,87.62,65.6
2022-05-28 17:10:00,87.62,65.6
2022-05-28 17:15:00,87.8,65.3
2022-05-28 17:20:00,87.62,64.8
2022-05-28 17:25:00,87.62,64.3
2022-05-28 17:30:00,87.44,64.4
2022-05-28 17:35:00,87.08,64.5
2022-05-28 17:40:00,87.08,64.5
2022-05-28 17:45:00,86.9,64.5
2022-05-28 17:50:00,86.72,64.2
2022-05-28 17:55:00,86.54,64.1
2022-05-28 18:00:00,86.54,64.2
2022-05-28 18:05:00,86.36,64.3
2022-05-28 18:10:00,86.18,64.3
2022-05-28 18:15:00,86.0,64.4
2022-05-28 18:20:00,86.0,64.8
2022-05-28 18:25:00,86.0,65.1
2022-05-28 18:30:00,86.0,64.9
2022-05-28 18:35:00,86.0,64.5
2022-05-28 18:40:00,86.54,64.5
2022-05-28 18:45:00,86.54,64.2
2022-05-28 18:50:00,86.18,64.2
2022-05-28 18:55:00,86.18,64.5
2022-05-28 19:00:00,86.18,64.8
2022-05-28 19:05:00,85.82,65.5
2022-05-28 19:10:00,85.64,65.5
2022-05-28 19:15:00,85.46,65.8
2022-05-28 19:20:00,85.1,66.2
2022-05-28 19:25:00,84.92,66.5
2022-05-28 19:30:00,84.56,66.7
2022-05-28 19:35:00,84.38,66.6
2022-05-28 19:40:00,84.2,66.6
2022-05-28 19:45:00,83.66,66.1
2022-05-28 19:50:00,83.66,65.6
2022-05-28 19:55:00,83.48,65.1
2022-05-28 20:00:00,83.3,64.8
2022-05-29 08:00:00,83.12,54.7
2022-05-29 08:05:00,82.4,55.6
2022-05-29 08:10:00,82.4,55.6
2022-05-29 08:15:00,82.22,56.2
2022-05-29 08:20:00,82.22,57.2
2022-05-29 08:25:00,82.22,57.7
2022-05-29 08:30:00,82.22,58.4
2022-05-29 08:35:00,82.22,58.4
2022-05-29 08:40:00,82.4,59.2
2022-05-29 08:45:00,82.58,60.0
2022-05-29 08:50:00,82.58,61.1
2022-05-29 08:55:00,82.58,62.1
2022-05-29 09:00:00,82.4,63.2
2022-05-29 09:05:00,82.4,63.6
2022-05-29 09:10:00,82.4,64.6
2022-05-29 09:15:00,82.4,64.6
2022-05-29 09:20:00,82.4,65.5
2022-05-29 09:25:00,82.4,65.8
2022-05-29 09:30:00,82.76,66.0
2022-05-29 09:35:00,82.76,66.0
2022-05-29 09:40:00,83.12,66.0
2022-05-29 09:45:00,80.78,66.3
2022-05-29 09:50:00,83.48,67.1
2022-05-29 09:55:00,83.84,67.2
2022-05-29 10:00:00,84.2,67.4
2022-05-29 10:05:00,84.02,67.4
2022-05-29 10:10:00,84.2,67.3
2022-05-29 10:15:00,84.2,67.5
2022-05-29 10:20:00,84.38,68.2
2022-05-29 10:25:00,84.56,68.7
2022-05-29 10:30:00,84.56,69.2
2022-05-29 10:35:00,84.56,70.2
2022-05-29 10:40:00,84.56,70.2
2022-05-29 10:45:00,84.74,70.5
2022-05-29 10:50:00,85.1,70.3
2022-05-29 10:55:00,85.46,69.9
2022-05-29 11:00:00,85.82,70.3
2022-05-29 11:05:00,85.82,70.3
2022-05-29 11:10:00,85.64,70.3
2022-05-29 11:15:00,85.64,70.9
2022-05-29 11:20:00,85.82,70.5
2022-05-29 11:25:00,85.82,70.2
2022-05-29 11:30:00,86.18,70.0
2022-05-29 11:35:00,86.0,70.8
2022-05-29 11:40:00,86.36,70.8
2022-05-29 11:45:00,86.54,70.5
2022-05-29 11:50:00,86.72,70.3
2022-05-29 11:55:00,87.08,70.2
2022-05-29 12:00:00,87.26,71.1
2022-05-29 12:05:00,87.44,71.1
2022-05-29 12:10:00,87.44,71.6
2022-05-29 12:15:00,87.62,72.1
2022-05-29 12:20:00,87.62,73.1
2022-05-29 12:25:00,87.44,73.4
2022-05-29 12:30:00,87.26,72.4
2022-05-29 12:35:00,87.44,72.4
2022-05-29 12:40:00,87.44,71.7
2022-05-29 12:45:00,87.44,71.7
2022-05-29 12:50:00,87.44,71.9
2022-05-29 12:55:00,87.44,71.5
2022-05-29 13:00:00,87.44,72.2
2022-05-29 13:05:00,87.44,71.9
2022-05-29 13:10:00,87.44,71.9
2022-05-29 13:15:00,87.44,70.9
2022-05-29 13:20:00,87.44,71.0
2022-05-29 13:25:00,87.44,70.8
2022-05-29 13:30:00,87.44,71.0
2022-05-29 13:35:00,87.44,70.8
2022-05-29 13:40:00,87.44,70.8
2022-05-29 13:45:00,87.62,70.6
2022-05-29 13:50:00,87.8,71.1
2022-05-29 13:55:00,87.98,71.4
2022-05-29 14:00:00,88.34,71.6
2022-05-29 14:05:00,88.34,71.6
2022-05-29 14:10:00,89.06,71.2
2022-05-29 14:15:00,89.06,71.0
2022-05-29 14:20:00,89.6,70.8
2022-05-29 14:25:00,89.78,70.6
2022-05-29 14:30:00,89.96,70.9
2022-05-29 14:35:00,89.96,71.3
2022-05-29 14:40:00,90.32,71.3
2022-05-29 14:45:00,90.32,71.9
2022-05-29 14:50:00,90.14,73.0
2022-05-29 14:55:00,90.14,73.2
2022-05-29 15:00:00,89.96,72.9
2022-05-29 15:05:00,89.96,72.8
2022-05-29 15:10:00,89.6,72.8
2022-05-29 15:15:00,89.24,73.2
2022-05-29 15:20:00,89.06,73.7
2022-05-29 15:25:00,89.06,73.7
2022-05-29 15:30:00,88.88,73.8
2022-05-29 15:35:00,88.52,73.8
2022-05-29 15:40:00,88.52,74.1
2022-05-29 15:45:00,88.52,74.0
2022-05-29 15:50:00,88.52,73.6
2022-05-29 15:55:00,88.52,73.7
2022-05-29 16:00:00,88.52,73.7
2022-05-29 16:05:00,88.7,73.7
2022-05-29 16:10:00,88.52,74.8
2022-05-29 16:15:00,88.52,74.8
2022-05-29 16:20:00,88.7,74.8
2022-05-29 16:25:00,88.7,73.7
2022-05-29 16:30:00,88.7,73.6
2022-05-29 16:35:00,88.52,73.6
2022-05-29 16:40:00,88.34,73.2
2022-05-29 16:45:00,88.52,72.0
2022-05-29 16:50:00,88.34,71.7
2022-05-29 16:55:00,88.34,71.9
2022-05-29 17:00:00,87.98,72.1
2022-05-29 17:05:00,87.98,72.1
2022-05-29 17:10:00,87.8,72.2
2022-05-29 17:15:00,87.8,72.8
2022-05-29 17:20:00,87.62,73.1
2022-05-29 17:25:00,87.44,73.3
2022-05-29 17:30:00,87.26,73.1
2022-05-29 17:35:00,87.44,73.1
2022-05-29 17:40:00,87.44,73.1
2022-05-29 17:45:00,87.44,72.5
2022-05-29 17:50:00,87.44,72.4
2022-05-29 17:55:00,87.44,72.5
2022-05-29 18:00:00,87.44,71.6
2022-05-29 18:05:00,87.44,71.6
2022-05-29 18:10:00,87.08,71.1
2022-05-29 18:15:00,86.9,71.1
2022-05-29 18:20:00,87.08,71.1
2022-05-29 18:25:00,87.44,71.0
2022-05-29 18:30:00,87.44,71.1
2022-05-29 18:35:00,87.26,71.1
2022-05-29 18:40:00,86.9,71.4
2022-05-29 18:45:00,86.36,71.1
2022-05-29 18:50:00,86.36,71.1
2022-05-29 18:55:00,86.18,71.4
2022-05-29 19:00:00,85.82,71.8
2022-05-29 19:05:00,85.28,71.8
2022-05-29 19:10:00,85.1,71.6
2022-05-29 19:15:00,85.1,71.1
2022-05-29 19:20:00,84.74,70.7
2022-05-29 19:25:00,84.56,70.7
2022-05-29 19:30:00,84.38,70.8
2022-05-29 19:35:00,84.02,70.8
2022-05-29 19:40:00,83.84,70.8
2022-05-29 19:45:00,83.66,70.5
2022-05-29 19:50:00,83.66,70.3
2022-05-29 19:55:00,83.66,70.3
2022-05-29 20:00:00,83.48,70.1
2022-05-30 08:00:00,83.12,57.5
2022-05-30 08:05:00,81.5,58.1
2022-05-30 08:10:00,81.5,58.6
2022-05-30 08:15:00,81.5,58.9
2022-05-30 08:20:00,81.5,59.9
2022-05-30 08:25:00,81.5,60.7
2022-05-30 08:30:00,81.5,61.6
2022-05-30 08:35:00,81.5,61.6
2022-05-30 08:40:00,81.68,62.9
2022-05-30 08:45:00,81.86,64.3
2022-05-30 08:50:00,82.04,64.3
2022-05-30 08:55:00,82.04,66.0
2022-05-30 09:00:00,82.04,66.7
2022-05-30 09:05:00,82.04,66.7
2022-05-30 09:10:00,82.22,67.1
2022-05-30 09:15:00,82.22,67.5
2022-05-30 09:20:00,82.22,67.9
2022-05-30 09:25:00,82.22,68.3
2022-05-30 09:30:00,82.4,68.8
2022-05-30 09:35:00,82.4,68.8
2022-05-30 09:40:00,82.4,69.2
2022-05-30 09:45:00,82.4,69.4
2022-05-30 09:50:00,82.4,69.9
2022-05-30 09:55:00,82.58,71.1
2022-05-30 10:00:00,82.94,72.2
2022-05-30 10:05:00,83.3,72.2
2022-05-30 10:10:00,83.48,73.0
2022-05-30 10:15:00,83.66,73.6
2022-05-30 10:20:00,83.84,73.0
2022-05-30 10:25:00,83.84,72.6
2022-05-30 10:30:00,84.02,72.8
2022-05-30 10:35:00,84.02,72.8
2022-05-30 10:40:00,84.02,73.0
2022-05-30 10:45:00,84.38,73.3
2022-05-30 10:50:00,84.38,73.3
2022-05-30 10:55:00,84.92,74.0
2022-05-30 11:00:00,85.1,74.7
2022-05-30 11:05:00,85.28,74.7
2022-05-30 11:10:00,85.64,74.6
2022-05-30 11:15:00,86.0,74.1
2022-05-30 11:20:00,86.36,74.1
2022-05-30 11:25:00,86.36,74.1
2022-05-30 11:30:00,86.36,74.4
2022-05-30 11:35:00,86.36,74.0
2022-05-30 11:40:00,86.36,74.0
2022-05-30 11:45:00,86.36,74.2
2022-05-30 11:50:00,86.54,74.0
2022-05-30 11:55:00,87.08,74.5
2022-05-30 12:00:00,87.26,74.5
2022-05-30 12:05:00,87.26,74.9
2022-05-30 12:10:00,87.26,74.7
2022-05-30 12:15:00,87.26,74.5
2022-05-30 12:20:00,87.08,74.8
2022-05-30 12:25:00,87.08,74.8
2022-05-30 12:30:00,87.08,75.0
2022-05-30 12:35:00,87.08,75.0
2022-05-30 12:40:00,87.26,75.7
2022-05-30 12:45:00,87.26,76.1
2022-05-30 12:50:00,87.08,75.6
2022-05-30 12:55:00,86.9,75.7
2022-05-30 13:00:00,86.9,76.2
2022-05-30 13:05:00,86.72,76.2
2022-05-30 13:10:00,86.72,75.7
2022-05-30 13:15:00,86.9,76.0
2022-05-30 13:20:00,86.9,75.9
2022-05-30 13:25:00,86.9,75.7
2022-05-30 13:30:00,87.08,76.0
2022-05-30 13:35:00,87.44,76.0
2022-05-30 13:40:00,87.62,76.0
2022-05-30 13:50:00,87.98,76.1
2022-05-30 14:00:00,88.34,77.0
2022-05-30 14:05:00,88.52,77.0
2022-05-30 14:10:00,88.34,76.8
2022-05-30 14:15:00,88.34,77.3
2022-05-30 14:20:00,88.52,77.0
2022-05-30 14:25:00,88.7,77.1
2022-05-30 14:30:00,88.88,77.4
2022-05-30 14:40:00,88.88,77.8
2022-05-30 14:45:00,89.06,78.0
2022-05-30 14:50:00,89.06,78.4
2022-05-30 14:55:00,89.24,78.1
2022-05-30 15:00:00,89.06,78.4
2022-05-30 15:05:00,89.06,78.4
2022-05-30 15:15:00,88.88,77.6
2022-05-30 15:20:00,88.88,77.1
2022-05-30 15:25:00,88.88,76.7
2022-05-30 15:30:00,88.7,76.5
2022-05-30 15:35:00,88.7,77.2
2022-05-30 15:40:00,88.88,77.2
2022-05-30 15:45:00,88.88,76.7
2022-05-30 15:50:00,89.24,76.7
2022-05-30 15:55:00,89.42,76.8
2022-05-30 16:00:00,89.42,76.8
2022-05-30 16:05:00,89.42,77.3
2022-05-30 16:10:00,89.6,77.1
2022-05-30 16:15:00,89.6,75.5
2022-05-30 16:25:00,89.42,74.6
2022-05-30 16:30:00,89.24,74.1
2022-05-30 16:35:00,89.06,74.1
2022-05-30 16:40:00,89.06,74.2
2022-05-30 16:50:00,89.24,74.7
2022-05-30 16:55:00,89.24,74.2
2022-05-30 17:00:00,89.24,73.7
2022-05-30 17:05:00,89.24,73.7
2022-05-30 17:10:00,89.24,73.5
2022-05-30 17:15:00,88.88,74.1
2022-05-30 17:20:00,88.88,74.6
2022-05-30 17:25:00,88.88,75.2
2022-05-30 17:30:00,88.52,75.8
2022-05-30 17:35:00,88.52,75.8
2022-05-30 17:40:00,88.52,76.0
2022-05-30 17:45:00,88.52,75.7
2022-05-30 17:50:00,88.34,75.2
2022-05-30 17:55:00,88.52,74.8
2022-05-30 18:00:00,88.52,74.2
2022-05-30 18:10:00,88.52,74.1
2022-05-30 18:15:00,88.52,74.0
2022-05-30 18:20:00,88.7,73.9
2022-05-30 18:25:00,88.7,73.7
2022-05-30 18:30:00,88.52,73.7
2022-05-30 18:35:00,88.52,73.5
2022-05-30 18:40:00,88.34,73.6
2022-05-30 18:45:00,88.16,73.6
2022-05-30 18:50:00,88.16,73.5
2022-05-30 18:55:00,88.16,73.3
2022-05-30 19:00:00,88.16,73.3
2022-05-30 19:10:00,87.8,73.2
2022-05-30 19:15:00,87.62,73.1
2022-05-30 19:20:00,87.44,73.0
2022-05-30 19:25:00,87.44,72.9
2022-05-30 19:30:00,87.44,72.6
2022-05-30 19:35:00,87.62,72.6
2022-05-30 19:40:00,87.62,72.5
2022-05-30 19:45:00,87.26,72.4
2022-05-30 19:50:00,86.9,72.2
2022-05-30 19:55:00,86.72,72.2
2022-05-30 20:00:00,86.36,72.0
2022-05-31 08:00:00,86.36,61.3
2022-05-31 08:05:00,82.58,61.6
2022-05-31 08:10:00,82.22,62.4
2022-05-31 08:15:00,82.22,63.0
2022-05-31 08:20:00,82.22,64.4
2022-05-31 08:25:00,82.22,65.4
2022-05-31 08:30:00,82.4,65.4
2022-05-31 08:35:00,82.4,66.3
2022-05-31 08:40:00,82.58,66.9
2022-05-31 08:45:00,82.94,67.9
2022-05-31 08:50:00,83.12,68.6
2022-05-31 08:55:00,83.12,68.7
2022-05-31 09:00:00,83.12,68.7
2022-05-31 09:05:00,83.12,68.9
2022-05-31 09:10:00,57.74,69.2
2022-05-31 09:15:00,83.48,69.5
2022-05-31 09:20:00,83.66,69.9
2022-05-31 09:25:00,83.84,70.3
2022-05-31 09:30:00,83.84,70.4
2022-05-31 09:35:00,84.02,70.4
2022-05-31 09:40:00,84.38,70.1
2022-05-31 09:45:00,84.74,70.2
2022-05-31 09:50:00,85.46,70.5
2022-05-31 09:55:00,86.54,71.1
2022-05-31 10:05:00,89.96,71.9
2022-05-31 10:10:00,90.5,72.4
2022-05-31 10:15:00,90.86,72.4
2022-05-31 10:20:00,90.68,72.1
2022-05-31 10:25:00,90.5,72.6
2022-05-31 10:30:00,90.32,72.6
2022-05-31 10:35:00,90.32,72.9
2022-05-31 10:45:00,89.78,73.7
2022-05-31 10:50:00,89.6,73.7
2022-05-31 10:55:00,89.6,73.7
2022-05-31 11:00:00,89.42,73.7
2022-05-31 11:05:00,89.24,73.9
2022-05-31 11:10:00,89.24,74.1
2022-05-31 11:15:00,89.24,73.6
2022-05-31 11:20:00,89.24,74.4
2022-05-31 11:25:00,88.88,74.5
2022-05-31 11:30:00,88.88,75.2
2022-05-31 11:35:00,88.88,75.2
2022-05-31 11:40:00,88.7,76.4
2022-05-31 11:45:00,88.7,76.5
2022-05-31 11:55:00,88.7,75.8
2022-05-31 12:00:00,88.7,75.2
2022-05-31 12:05:00,88.88,75.2
2022-05-31 12:15:00,88.88,75.1
2022-05-31 12:20:00,88.88,75.9
2022-05-31 12:25:00,88.88,76.9
2022-05-31 12:30:00,88.88,77.9
2022-05-31 12:35:00,89.06,77.9
2022-05-31 12:40:00,88.88,78.4
2022-05-31 12:45:00,89.06,78.1
2022-05-31 12:50:00,89.24,78.4
2022-05-31 12:55:00,89.24,78.7
2022-05-31 13:00:00,89.24,78.4
2022-05-31 13:05:00,89.42,78.4
2022-05-31 13:10:00,89.6,77.8
2022-05-31 13:15:00,89.78,77.8
2022-05-31 13:20:00,90.14,78.0
2022-05-31 13:25:00,90.32,78.2
2022-05-31 13:30:00,90.32,78.1
2022-05-31 13:35:00,90.5,78.1
2022-05-31 13:40:00,90.32,78.4
2022-05-31 13:45:00,90.5,78.8
2022-05-31 13:50:00,90.68,79.1
2022-05-31 13:55:00,90.68,79.6
2022-05-31 14:00:00,91.04,79.3
2022-05-31 14:05:00,92.84,79.3
2022-05-31 14:10:00,92.84,78.4
2022-05-31 14:15:00,93.38,77.5
2022-05-31 14:20:00,93.02,76.9
2022-05-31 14:25:00,92.84,77.5
2022-05-31 14:30:00,92.3,77.5
2022-05-31 14:35:00,91.94,78.2
2022-05-31 14:40:00,91.76,78.9
2022-05-31 14:45:00,91.4,79.4
2022-05-31 14:50:00,91.58,79.7
2022-05-31 14:55:00,91.94,80.2
2022-05-31 15:00:00,92.12,80.2
2022-05-31 15:05:00,92.12,80.4
2022-05-31 15:10:00,91.76,81.1
2022-05-31 15:15:00,91.76,81.1
2022-05-31 15:20:00,91.76,80.9
2022-05-31 15:25:00,91.76,81.2
2022-05-31 15:30:00,91.4,81.2
2022-05-31 15:35:00,91.4,80.1
2022-05-31 15:40:00,91.22,79.2
2022-05-31 15:45:00,91.04,79.0
